topic_id,query,facet_id,facet,question_id,question,image1,image2,image3
21,volvo,F0458,Where can I find Volvo semi trucks for sale (new or used)?,Q01638,do you need information about a volvo dealership,21_Q01638_6_1.jpg,21_Q01638_6_2.jpg,21_Q01638_6_3.jpg
21,volvo,F0460,Find an online source for Volvo parts.,Q01638,do you need information about a volvo dealership,21_Q01638_6_1.jpg,21_Q01638_6_2.jpg,21_Q01638_6_3.jpg
21,volvo,F0457,Find reviews of the Volvo XC90 SUV.,Q01638,do you need information about a volvo dealership,21_Q01638_6_1.jpg,21_Q01638_6_2.jpg,21_Q01638_6_3.jpg
195,pressure washers,F0390,Where can I buy replacement parts for pressure washers?,Q01432,are you wondering how a pressure washer works,195_Q01432_7_1.jpg,195_Q01432_7_2.jpg,195_Q01432_7_3.jpg
195,pressure washers,F0391,Provide pressure washer reviews and/or ratings.,Q01432,are you wondering how a pressure washer works,195_Q01432_7_1.jpg,195_Q01432_7_2.jpg,195_Q01432_7_3.jpg
195,pressure washers,F0393,"""Find """"The-Power-Washer-Advisor.com"""" web site.""",Q01432,are you wondering how a pressure washer works,195_Q01432_7_1.jpg,195_Q01432_7_2.jpg,195_Q01432_7_3.jpg
195,pressure washers,F0392,What are the different brands of pressure washers?,Q01432,are you wondering how a pressure washer works,195_Q01432_7_1.jpg,195_Q01432_7_2.jpg,195_Q01432_7_3.jpg
73,neil young,F0957,Find biographical information about Neil Young.,Q01032,are you looking for specific neil young songs,73_Q01032_8_1.jpg,73_Q01032_8_2.jpg,73_Q01032_8_3.jpg
73,neil young,F0956,Find albums by Neil Young to buy.,Q01032,are you looking for specific neil young songs,73_Q01032_8_1.jpg,73_Q01032_8_2.jpg,73_Q01032_8_3.jpg
73,neil young,F0958,Find lyrics or sheet music for Neil Young's songs.,Q01032,are you looking for specific neil young songs,73_Q01032_8_1.jpg,73_Q01032_8_2.jpg,73_Q01032_8_3.jpg
73,neil young,F0959,Find a list of Neil Young tour dates.,Q01032,are you looking for specific neil young songs,73_Q01032_8_1.jpg,73_Q01032_8_2.jpg,73_Q01032_8_3.jpg
202,uss carl vinson,F0427,Find the home page of the USS Carl Vinson ombudsman.,Q03106,who is ombudsman of uss carl vilson,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg
202,uss carl vinson,F0425,Where can I get a cruise book for the USS Carl Vinson?,Q03106,who is ombudsman of uss carl vilson,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg
202,uss carl vinson,F0424,Find the home page of the USS Carl Vinson (CVN70) carrier.,Q03106,who is ombudsman of uss carl vilson,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg
202,uss carl vinson,F0426,What is the home port for the USS Carl Vinson?,Q03106,who is ombudsman of uss carl vilson,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg
66,income tax return online,F0928,Find a site where I can fill out my Federal income tax return online.,Q02503,have you used jackson hewitt before,66_Q02503_10_1.jpg,66_Q02503_10_2.jpg,66_Q02503_10_3.jpg
66,income tax return online,F0930,Where can I find information online about filing my income taxes?,Q02503,have you used jackson hewitt before,66_Q02503_10_1.jpg,66_Q02503_10_2.jpg,66_Q02503_10_3.jpg
66,income tax return online,F0929,Find information about electronically filing (e-filing) my Federal income tax return.,Q02503,have you used jackson hewitt before,66_Q02503_10_1.jpg,66_Q02503_10_2.jpg,66_Q02503_10_3.jpg
2,french lick resort and casino,F0409,Are there discounted packages for staying at French Lick Resort and Casino?,Q00653,are you looking for a particular casino in french lick,2_Q00653_11_1.jpg,2_Q00653_11_2.jpg,2_Q00653_11_3.jpg
2,french lick resort and casino,F0408,What jobs are available at French Lick Casino and Resort?,Q00653,are you looking for a particular casino in french lick,2_Q00653_11_1.jpg,2_Q00653_11_2.jpg,2_Q00653_11_3.jpg
214,capital gains tax rate,F0481,What does the US capital tax rate consist of and how is it broken down?,Q01562,do you like to know capital gains tax on real estate,214_Q01562_13_1.jpg,214_Q01562_13_2.jpg,214_Q01562_13_3.jpg
153,pocono,F0213,Find information about the Split Rock Resort in the Poconos.,Q02965,what would you like to learn about the poconos,153_Q02965_14_1.jpg,153_Q02965_14_2.jpg,153_Q02965_14_3.jpg
153,pocono,F0211,Find a map showing lodgings in the Poconos PA region.,Q02965,what would you like to learn about the poconos,153_Q02965_14_1.jpg,153_Q02965_14_2.jpg,153_Q02965_14_3.jpg
153,pocono,F0212,Find information about the Pocono Raceway in Pennsylvania.,Q02965,what would you like to learn about the poconos,153_Q02965_14_1.jpg,153_Q02965_14_2.jpg,153_Q02965_14_3.jpg
153,pocono,F0210,Find general information on tourist activities in Pennsylvania's Pocono Mountains.,Q02965,what would you like to learn about the poconos,153_Q02965_14_1.jpg,153_Q02965_14_2.jpg,153_Q02965_14_3.jpg
112,kenmore gas water heater,F0059,retailers of and price information for Kenmore gas water heaters,Q01344,are you troubleshooting or trying to repair the unit,112_Q01344_15_1.jpg,112_Q01344_15_2.jpg,112_Q01344_15_3.jpg
112,kenmore gas water heater,F0057,owner manuals for Kenmore (Sears) gas water heaters,Q01344,are you troubleshooting or trying to repair the unit,112_Q01344_15_1.jpg,112_Q01344_15_2.jpg,112_Q01344_15_3.jpg
112,kenmore gas water heater,F0058,"information about Kenmore gas water heaters: specifically, features, energy consumption and safety thereof",Q01344,are you troubleshooting or trying to repair the unit,112_Q01344_15_1.jpg,112_Q01344_15_2.jpg,112_Q01344_15_3.jpg
112,kenmore gas water heater,F0056,reviews of Kenmore gas water heaters,Q01344,are you troubleshooting or trying to repair the unit,112_Q01344_15_1.jpg,112_Q01344_15_2.jpg,112_Q01344_15_3.jpg
267,feliz navidad lyrics,F0643,What are the lyrics to the song Feliz Navidad?,Q01894,do you want the text or a video,267_Q01894_16_1.jpg,267_Q01894_16_2.jpg,267_Q01894_16_3.jpg
197,idaho state flower,F0398,What is the state flower of Idaho?,Q03886,would you like to see some pictures of it,197_Q03886_17_1.jpg,197_Q03886_17_2.jpg,197_Q03886_17_3.jpg
197,idaho state flower,F0400,"""Find """"fun facts"""" about Idaho: state flower, tree, bird, etc.""",Q03886,would you like to see some pictures of it,197_Q03886_17_1.jpg,197_Q03886_17_2.jpg,197_Q03886_17_3.jpg
197,idaho state flower,F0399,Find pictures of the Idaho state flower.,Q03886,would you like to see some pictures of it,197_Q03886_17_1.jpg,197_Q03886_17_2.jpg,197_Q03886_17_3.jpg
288,fidel castro,F0720,Find information on the health of Fidel Castro.,Q02945,what would you like to know about fidel alejandro castro ruz,288_Q02945_18_1.jpg,288_Q02945_18_2.jpg,288_Q02945_18_3.jpg
288,fidel castro,F0718,Find biographical information about Fidel Castro.,Q02945,what would you like to know about fidel alejandro castro ruz,288_Q02945_18_1.jpg,288_Q02945_18_2.jpg,288_Q02945_18_3.jpg
288,fidel castro,F0717,Find quotes from Fidel Castro.,Q02945,what would you like to know about fidel alejandro castro ruz,288_Q02945_18_1.jpg,288_Q02945_18_2.jpg,288_Q02945_18_3.jpg
288,fidel castro,F0721,Who are Fidel Castro's family members?,Q02945,what would you like to know about fidel alejandro castro ruz,288_Q02945_18_1.jpg,288_Q02945_18_2.jpg,288_Q02945_18_3.jpg
288,fidel castro,F0719,What is the relationship between Ozzie Guillen and Fidel Castro?,Q02945,what would you like to know about fidel alejandro castro ruz,288_Q02945_18_1.jpg,288_Q02945_18_2.jpg,288_Q02945_18_3.jpg
97,south africa,F1059,Find pictures of South Africa.,Q02364,do you want to know who the preesident of south africa is,97_Q02364_20_1.jpg,97_Q02364_20_2.jpg,97_Q02364_20_3.jpg
97,south africa,F1057,Find pages that give the history of South Africa.,Q02364,do you want to know who the preesident of south africa is,97_Q02364_20_1.jpg,97_Q02364_20_2.jpg,97_Q02364_20_3.jpg
97,south africa,F1058,Find maps of South Africa.,Q02364,do you want to know who the preesident of south africa is,97_Q02364_20_1.jpg,97_Q02364_20_2.jpg,97_Q02364_20_3.jpg
86,bart sf,F1008,Find BART train schedules and fares.,Q02791,what information do you need about bart sf,86_Q02791_21_1.jpg,86_Q02791_21_2.jpg,86_Q02791_21_3.jpg
86,bart sf,F1009,Find maps of the BART system.,Q02791,what information do you need about bart sf,86_Q02791_21_1.jpg,86_Q02791_21_2.jpg,86_Q02791_21_3.jpg
86,bart sf,F1010,Find a site that automatically plans trips on the BART system.,Q02791,what information do you need about bart sf,86_Q02791_21_1.jpg,86_Q02791_21_2.jpg,86_Q02791_21_3.jpg
21,volvo,F0456,I'm looking for Volvo's homepage.,Q03039,which model of volvo are you interested in getting information about,21_Q03039_22_1.jpg,21_Q03039_22_2.jpg,21_Q03039_22_3.jpg
21,volvo,F0459,Find a Volvo dealer.,Q03039,which model of volvo are you interested in getting information about,21_Q03039_22_1.jpg,21_Q03039_22_2.jpg,21_Q03039_22_3.jpg
21,volvo,F0458,Where can I find Volvo semi trucks for sale (new or used)?,Q03039,which model of volvo are you interested in getting information about,21_Q03039_22_1.jpg,21_Q03039_22_2.jpg,21_Q03039_22_3.jpg
21,volvo,F0460,Find an online source for Volvo parts.,Q03039,which model of volvo are you interested in getting information about,21_Q03039_22_1.jpg,21_Q03039_22_2.jpg,21_Q03039_22_3.jpg
21,volvo,F0457,Find reviews of the Volvo XC90 SUV.,Q03039,which model of volvo are you interested in getting information about,21_Q03039_22_1.jpg,21_Q03039_22_2.jpg,21_Q03039_22_3.jpg
189,gs pay rate,F0370,Find the General Schedule pay tables.,Q01098,are you looking for the us civil servant pay scale,189_Q01098_24_1.jpg,189_Q01098_24_2.jpg,189_Q01098_24_3.jpg
189,gs pay rate,F0371,Does the Federal Wage System affect the General Schedule?,Q01098,are you looking for the us civil servant pay scale,189_Q01098_24_1.jpg,189_Q01098_24_2.jpg,189_Q01098_24_3.jpg
189,gs pay rate,F0372,Do all US federal government agencies use the General Schedule pay tables?,Q01098,are you looking for the us civil servant pay scale,189_Q01098_24_1.jpg,189_Q01098_24_2.jpg,189_Q01098_24_3.jpg
152,angular cheilitis,F0208,What is the common name for angular cheilitis?,Q01125,are you looking for websites that describe angular cheilits,152_Q01125_25_1.jpg,152_Q01125_25_2.jpg,152_Q01125_25_3.jpg
152,angular cheilitis,F0207,What causes angular cheilitis?,Q01125,are you looking for websites that describe angular cheilits,152_Q01125_25_1.jpg,152_Q01125_25_2.jpg,152_Q01125_25_3.jpg
152,angular cheilitis,F0209,How do you treat severe angular cheilitis?,Q01125,are you looking for websites that describe angular cheilits,152_Q01125_25_1.jpg,152_Q01125_25_2.jpg,152_Q01125_25_3.jpg
152,angular cheilitis,F0206,What home remedies are there for angular cheilitis?,Q01125,are you looking for websites that describe angular cheilits,152_Q01125_25_1.jpg,152_Q01125_25_2.jpg,152_Q01125_25_3.jpg
254,barrett's esophagus,F0597,Find the causes and risk factors of Barrett's Esophagus.,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0601,Find symptoms of Barrett's Esophagus.,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0602,Find pictures of Barrett's Esophagus.,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0598,What treatments are available for Barrett's Esophagus?,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0600,Is there a link between Barrett's Esophagus and cancer?,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0599,What is the recommended diet for Barrett's Esophagus?,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
254,barrett's esophagus,F0603,Find Barret's Esophagus studies performed at the Mayo Clinic.,Q00559,are you interested in which institutions deal with this medical condition,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg
28,inuyasha,F0697,I'm looking for pictures and wallpaper images from InuYasha.,Q01024,are you looking for specific fanrelated information,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg
28,inuyasha,F0699,"Find games based on the InuYasha series, either online or for game systems.",Q01024,are you looking for specific fanrelated information,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg
28,inuyasha,F0698,Find InuYasha anime episodes for download.,Q01024,are you looking for specific fanrelated information,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg
28,inuyasha,F0700,I'm looking for InuYasha fan forums and websites.,Q01024,are you looking for specific fanrelated information,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg
28,inuyasha,F0701,Find music from the InuYasha television series.,Q01024,are you looking for specific fanrelated information,28_Q01024_27_1.jpg,28_Q01024_27_2.jpg,28_Q01024_27_3.jpg
156,university of phoenix,F0222,Find reviews of the programs at the University of Phoenix.,Q02847,what major are you interested in,156_Q02847_28_1.jpg,156_Q02847_28_2.jpg,156_Q02847_28_3.jpg
156,university of phoenix,F0223,Who are the main online competitors of the University of Phoenix?,Q02847,what major are you interested in,156_Q02847_28_1.jpg,156_Q02847_28_2.jpg,156_Q02847_28_3.jpg
156,university of phoenix,F0224,Find homepages of faculty members at the University of Phoenix.,Q02847,what major are you interested in,156_Q02847_28_1.jpg,156_Q02847_28_2.jpg,156_Q02847_28_3.jpg
156,university of phoenix,F0221,What online programs are offered by the University of Phoenix?,Q02847,what major are you interested in,156_Q02847_28_1.jpg,156_Q02847_28_2.jpg,156_Q02847_28_3.jpg
96,rice,F1053,"Find recipes for rice, for example fried rice or rice pudding.",Q02197,do you want to know the country where rice was created,96_Q02197_29_1.jpg,96_Q02197_29_2.jpg,96_Q02197_29_3.jpg
96,rice,F1056,What is the nutritional value of white rice?,Q02197,do you want to know the country where rice was created,96_Q02197_29_1.jpg,96_Q02197_29_2.jpg,96_Q02197_29_3.jpg
96,rice,F1055,Find biographical information about former Secretary of State Condoleeza Rice.,Q02197,do you want to know the country where rice was created,96_Q02197_29_1.jpg,96_Q02197_29_2.jpg,96_Q02197_29_3.jpg
96,rice,F1054,Find the homepage of Rice University.,Q02197,do you want to know the country where rice was created,96_Q02197_29_1.jpg,96_Q02197_29_2.jpg,96_Q02197_29_3.jpg
245,roosevelt island,F0572,What is the history of the Roosevelt Island tram?,Q02755,what conent would you like about roosevelt island,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg
245,roosevelt island,F0573,Find a map of Roosevelt Island (NY).,Q02755,what conent would you like about roosevelt island,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg
245,roosevelt island,F0570,What restaurants are on Roosevelt Island (NY)?,Q02755,what conent would you like about roosevelt island,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg
245,roosevelt island,F0571,Find the Roosevelt Island tram schedule.,Q02755,what conent would you like about roosevelt island,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg
245,roosevelt island,F0574,Find real estate listings for Roosevelt Island (NY).,Q02755,what conent would you like about roosevelt island,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg
213,carpal tunnel syndrome,F0475,How is CTS diagnosed?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0478,Which activities are prevalent among CTS sufferers?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0480,What are the recovery prospects for CTS surgical patients?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0479,What are the options for surgically correcting CTS?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0476,Find the causes of CTS.,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0473,What are the symptoms of carpal tunnel syndrome (CTS)?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0477,Which exercises can bring relief from CTS?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
213,carpal tunnel syndrome,F0474,How is CTS treated?,Q03486,would you like to know how to prevent carpal tunnel syndrome,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg
85,milwaukee journal sentinel,F1004,Find the Milwaukee Journal Sentinel web site.,Q01747,do you prefer long or short articles,85_Q01747_35_1.jpg,85_Q01747_35_2.jpg,85_Q01747_35_3.jpg
85,milwaukee journal sentinel,F1006,Find archives of articles from the Milwaukee Journal Sentinel.,Q01747,do you prefer long or short articles,85_Q01747_35_1.jpg,85_Q01747_35_2.jpg,85_Q01747_35_3.jpg
85,milwaukee journal sentinel,F1007,Find obituaries and archived obituaries from the Milwaukee Journal Sentinel.,Q01747,do you prefer long or short articles,85_Q01747_35_1.jpg,85_Q01747_35_2.jpg,85_Q01747_35_3.jpg
85,milwaukee journal sentinel,F1005,Find the sports section of the Milwaukee Journal Sentinel.,Q01747,do you prefer long or short articles,85_Q01747_35_1.jpg,85_Q01747_35_2.jpg,85_Q01747_35_3.jpg
107,cass county missouri,F0033,"I am looking for newcomer information for Cass County, Missouri.",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
107,cass county missouri,F0031,"Find demographic information about Cass County, MO.",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
107,cass county missouri,F0036,"Historical facts about Cass County, Missouri.",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
107,cass county missouri,F0032,"What was the 2008 budget for Cass County, MO?",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
107,cass county missouri,F0035,"What tourist attractions are in Cass County, MO?",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
107,cass county missouri,F0034,"Information about zoning regulations in Cass County, Missouri.",Q03544,would you like to know more about the city,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg
147,tangible personal property tax,F0184,When is the tangible personal property tax due?,Q02634,is this tangible personal property tax just for you,147_Q02634_38_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
147,tangible personal property tax,F0183,What states levy a tax against tangible personal property?,Q02634,is this tangible personal property tax just for you,147_Q02634_38_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
147,tangible personal property tax,F0182,What is the definition of tangible personal property for tax purposes?,Q02634,is this tangible personal property tax just for you,147_Q02634_38_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
53,discovery channel store,F0872,Find Discovery Channel store products based on the Animal Planet program.,Q00596,are you looking for a certain store location,53_Q00596_39_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
53,discovery channel store,F0869,Find the Discovery Channel store homepage.,Q00596,are you looking for a certain store location,53_Q00596_39_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
53,discovery channel store,F0871,Find science toys and products geared towards teaching science to kids sold by Discovery Channel stores.,Q00596,are you looking for a certain store location,53_Q00596_39_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
53,discovery channel store,F0870,Find Discovery Channel store locations.,Q00596,are you looking for a certain store location,53_Q00596_39_1.jpg,147_Q02634_38_2.jpg,147_Q02634_38_3.jpg
145,vines for shade,F0177,information on vines that can be grown in shady areas,Q01198,are you putting the ivy on a trellis,145_Q01198_40_1.jpg,145_Q01198_40_2.jpg,145_Q01198_40_3.jpg
145,vines for shade,F0178,"ideas on using plant vines to shade an area on or around my house from the sun, like training them on an inexpensive trellis or up a wall or fence",Q01198,are you putting the ivy on a trellis,145_Q01198_40_1.jpg,145_Q01198_40_2.jpg,145_Q01198_40_3.jpg
76,raised gardens,F0970,Find photos of raised garden beds.,Q02456,do you want to take a class about raised gardens,76_Q02456_41_1.jpg,76_Q02456_41_2.jpg,76_Q02456_41_3.jpg
76,raised gardens,F0967,Find plans for building a raised garden bed.,Q02456,do you want to take a class about raised gardens,76_Q02456_41_1.jpg,76_Q02456_41_2.jpg,76_Q02456_41_3.jpg
76,raised gardens,F0969,What kind of wood should be used to build a raised garden bed?,Q02456,do you want to take a class about raised gardens,76_Q02456_41_1.jpg,76_Q02456_41_2.jpg,76_Q02456_41_3.jpg
76,raised gardens,F0968,Find a raised garden bed kit.,Q02456,do you want to take a class about raised gardens,76_Q02456_41_1.jpg,76_Q02456_41_2.jpg,76_Q02456_41_3.jpg
94,titan,F1050,Find the homepage for Titan motorcycles.,Q01077,are you looking for the latest tennessee titans scores,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg
94,titan,F1049,Find the homepage for Titan watches.,Q01077,are you looking for the latest tennessee titans scores,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg
94,titan,F1052,Find the homepage of the Tennessee Titans.,Q01077,are you looking for the latest tennessee titans scores,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg
94,titan,F1048,Find information on the Nissan Titan truck.,Q01077,are you looking for the latest tennessee titans scores,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg
94,titan,F1051,"Find information about Saturn's moon, Titan.",Q01077,are you looking for the latest tennessee titans scores,94_Q01077_42_1.jpg,94_Q01077_42_2.jpg,94_Q01077_42_3.jpg
145,vines for shade,F0177,information on vines that can be grown in shady areas,Q02098,do you want to know how to plant a vine for shade,145_Q02098_43_1.jpg,145_Q02098_43_2.jpg,145_Q02098_43_3.jpg
145,vines for shade,F0178,"ideas on using plant vines to shade an area on or around my house from the sun, like training them on an inexpensive trellis or up a wall or fence",Q02098,do you want to know how to plant a vine for shade,145_Q02098_43_1.jpg,145_Q02098_43_2.jpg,145_Q02098_43_3.jpg
295,how to tie a windsor knot,F0752,How do you tie a Windsor knot?,Q01151,are you looking to do this with a specific material,295_Q01151_44_1.jpg,295_Q01151_44_2.jpg,295_Q01151_44_3.jpg
